1240102546162708,1000944783433715,2080124575617544,1740123772799121,631644264013993,194403184722708,406217433438367,154302164727670,617154158782351,324026224962460,2412381535643859,456527001181745,252330011606216,1154921821355097,936711723361823,1075645359313106,383155988551552,882881491723258,245119639602210,1700243286778230,1220080554831875,261359544526278,297340264294280,439106200211493,3017720668245743,836963100005276,321423331878836,682099438905270,458759754948917,19034719952,382095012171886,331646984203403,2068874659897846,220398435207715,240644559638925,140900589876004,346067992179314,433903964078613,2567283580223530,955058204701245,576415625744194,426174774782772,896372930700308,669807660123638,1912053479010152,1171120152987573,193761984687026,797721390579590,366132527480161,635710826613992,2082418961855520,300810060750924,560004334490578,561889870966752,1684913661583104,315382899319621,1423889384546291,2093229737567360,2274710732817971,278006079738201,763019950452589,375869103265825,441659556299241,2336266259935087,292631471397728,465320176814040,1313293168828349,598340823702620,213894899355501,427170090785639,355294895237683,363079637652835,2250812611623229,114992942470133,197616997016466,838095326531256,291715684315306,1088303101302720,2154425001457563,190052731912803,242001812946738,247863035932055,731053520271075,1054956454534269,573641066442750,270655447018227,351687753504,1937730366516990,510077985770240,640782969708089,1630194357192586,519910245151408,222361798548449,362850177640881,2361070724179944,1895372573885488,145818572721141,1853593988097429,2395978330413360,262961384631736
2614661398553336,496162660554704,333819687147574,552903261711721,292899301450603,694723740909846,109090472446570,684761221714494,514958918520089,415938475656306,1507263402901988,728868927482614,2035749833398248,302955593525581,561889870966752,2125692404340513,1689282214491220,1995071087390806,120225945211183,600548426791428,740570182799406,2261636550518194,341102706000527,1051543395005066,110725966243032,1006607076099093,507043542649026,904841316271345,1992790654371107,1143399375710133,455073675033638,667086816652424,148959868484710,747303251997466,2041480329419424,1342153162554446,109394815754593,514895085369882,373152503288015,1639636953031619,1332927940122207,197807167048610,460343624361386,1047794458760704,606697192813556,249722805643593,2115401858776214,610467455777869,315159772622761,1338420632845830,146310252233186,1235120116571978,181835572409371,1935871233302211,241864520037227,1621071878135549,1087392881419691,109950282987555,126416911411420,1098238656868676,742597535810053,234079747098127,191347651290,272661562918449,182024515616442,483498961856785,489035618121844,410892812277692,486451414844033,300630419956617,606074366257926,359649407707463,1440308979557462,1694010094215794,1503192063301784,828984403951947,149447435834977,383923618322771,226964811196524,262142307721560,1867178026898666,223790994475363,466903366846819,319882621800108,1509435412435707,1443043085968935,228154944346617,1685590361738935,598221226882152,1996236120634513,1077130049102377,1929419300682424,142223473202612
459068837822405,1436946086556518,655663901216973,483532888697455,520959871447903,298930310812715,424645678388415,222464991114277,181746905185613,107911929377917,1470174553229556,407874895931365,271490539931969,404153236802569,498633634005723,297626831188235,1698983817032629,2206448052780187,283915945769098,292883788046231,750832388619664,2017059471922865,456355697757770,388169358576789,1567486780012883,430863037715537,281622445283750,347603482771490,713835025378416,512871069117823,496162660554704,588152038001888,1863336020445986,1741772629250692,825227917573794,348243499129634,1513483978872568,111976472806720,572395593142616,2340792309541211,1205257179545622,2211837362431052,167679674071415,2061902027470103,460608361092189,224061055074470,2441185649228946,318277068265534,2061001337454371,823667544456588,935930429937634,1635588163157463,314908665626691,331961077631693,529216870424144,847243875411010,411596355870000,1776074202712917,287028868761356,2186290681692041,953884478030536,368379457067609,1119782521512133,497499490708933,1890580014330790,282411925713665,783115455131525,541156072995637,151000949172660,266951787267878,273069249730043,1427124040943795,457691254740450,1996236120634513,428669930898713,388842964834598,257835704838338,648713605529307,392850597735754,303398330402361,1150635875068952,1685521518175053,825032931019092,188232408236052,766012593527867,134153404118724,180339685880423,214089399215705,521645064932657,1538091739833025,101633543330271,160563734607172,2090574571200956,448863448603514,1426392404086186,140139519385484,157464688239943,121153465251484,1461907907261947,493463181019911
300826543441527,2303726229845628,922026077907319,481840485249442,218466874919798,519657184760228,2567283580223530,350565361756597,421076875324432,1831330046916094,175583019906972,1267727143239272,134682890212151,226627331162496,828341187192860,69860094544,1750158671863302,369673303562112,159267667447549,202645620460345,886402861436982,1390591281074358,1503061026589572,1587811271481044,459016434451026,175467679683408,170431113620564,449479845410359,172922056238158,1595801637301915,415554078558729,1745429439014366,1881621275483644,205753513456931,193363064770886,1953720158028341,162722457770663,2077314899208108,1445642119081376,117747698328535,126264204700491,345859228822931,10646929759,317702688422685,1756687557948931,455445118155769,175093559894563,254739998431003,455514291486278,821927034504588,1233321403469678,245209242606457,1821246861496215,978380702300177,682630135249837,767288920136205,273843122998539,407451945966624,111769062758336,205312099598859,355801197916763,446954945479917,168052290441434,343700282714890,251794101539472,1074960885954676,879089092221644,138826396141980,372534489582129,1089970197720409,148690932204141,1661320254178313,961637317250387,389141851104907,489035618121844,112080186272353,981958551854210,1495609140689321,1800227253564134,170504117332,889364074434247,530421233715041,2041480329419424,168651200572796,262155377526454,131295660892684,375262589247076,104569802908608,251064198380874,143193866205184,1675599646067348,1878247295754912,821332004654252,553600018012159,211169018921545,827207574094902,374945879209089,410211449039655,397719743692615,260787377273564
274848553034548,763019950452589,296363543818616,222464991114277,1334703013232956,226964811196524,823667544456588,1451112768284407,457546305045623,1469434076442384,292994114779923,216552128491195,1632446133707177,1073717135987491,2131034240477203,513850215806934,2614661398553336,446601162775810,820628098302873,699848087080326,359649407707463,2318014125143412,442827179451714,545645352177634,123471471072112,10092511675,1584831215108516,126860587952241,314533589437166,133525456771215,522374274831347,448444158902336,562847044138300,139776196751080,162673687078256,102499489814263,181151673158,1551286725145345,552173755265163,709846612715362,130891016978600,529889927546070,657238577961962,146331699380698,1133098380074151,271564543294381,267522947379215,1829749610575565,468036033379746,181603421920510,395143205624,330088967371756,1740903235959071,156251114566943,161479397698134,183427612332399,402816809800298,601632466991196,2779754782041843,262139644391487,642054059285480,2230755087168178,357954715069532,258281084880006,344529126249313,600990567068434,262668274613254,300696469940900,325926837535853,333932667314529,834396353564049,2187189084868666,2170935723167924,321834551852405,973116092878531,309453126488370,1170238399853065,878922685478490,75950627368,321423331878836,1383411671936866,399140957605280,1058242117681048,2567283580223530,773149886179637,330580690358644,606111536554746,397714984354962,1851305418510605,296221017885259,700970873273694,340518696026077,845758419109631,729050650813876,278471463045239,160693408204804,114466695895697,216401122276542,131022630253946,2231496820271447
626458030742168,501588436579852,294918241044138,510558549394043,1690797967809614,402711126540567,561889870966752,2207506662641382,69860094544,784995488288926,528055814042582,175583019906972,105605866259004,356667601744357,84218631570,546844532154198,402927116885479,347271322075204,343700282714890,1677474062273452,2030306153890544,251794101539472,323545061386531,1612829125684071,877924742327207,148375858649861,485602594950963,138010322921640,1879822858937638,1390802204316616,148667088512148,545385972154478,278992552121199,339976739458953,412743512441477,440750209359722,519324918110529,1415330388681718,1635885983336959,194149144034882,1683810471848388,299725663693328,395143205624,1629716087294615,1714243128826860,358125610934121,958480680883748,436538023181892,188424634857051,834391626707397,218850754980782,524828704219389,487169978085662,400202166812077,1634942713390927,1500140463624734,495743837190522,322004096814,195301153946535,714830335212058,152044951659027,323248167721579,131155266929230,222081861506972,386595591395463,140139519385484,1482432498741718,179850822266,1017518298258421,1518997778410165,264248517242340,124486194319938,912918568785331,737697872922510,453582431466467,911595358960653,592850020860085,293508767471190,572176752944803,605716266150159,631964513585387,908568179218184,154180304652867,540927555997796,1439668462957308,457057011015662,286472054835291,689792861064148,1021931307826915,223790994475363,849944831786699,1638255216399775,314467614927,1610320339222277,1604025189873134,1649591558589429,146988762121291,476159012543355,250214025160265,197394889304
933114603540463,1129168317234249,706352233125281,2327022720905728,709575739462340,1595201084046611,1029960813681726,410987366098719,1545785145712606,870735706447117,369240573940642,448339492599816,2259224027659093,124486194319938,1062652667220498,213009189392421,311502752302931,285449935392301,1407873662641636,2223963854572336,402106623919675,1662257610738139,816134675188825,2224566337825700,292655357896086,540387972746629,2402565803128224,408008543089605,662740270742299,2264180943832958,626458030742168,127730387839482,988348744581864,554669974550237,271303003772725,1731183690245773,114085537115,669674606399522,2235916029756555,363808410793163,770786099670597,1151902358173974,1350671765078336,401718457072740,223790994475363,552271255168266,397206194025192,575903552803755,917110641692301
272661562918449,1151902358173974,1170238399853065,162728907660598,111515466225537,249722805643593,248305595367039,1663751340565227,1797749070457902,204431830493481,1892391221047770,546187939158730,1665032033510017,100567087766,803600556434347,1745429439014366,384236082009798,320041495462970,515342355243522,347271322075204,153316575012453,336933636806430,630144667022013,257368938304086,1566193146966839,333414227118522,116103225728294,1726570520957047,296137777558777,129522783836191,106103707446,101022709955680,123613977655127,524224037710292,1132415783443908,20242388857,122326564475039,21941054161,1481632972145357,152851424787696,346775228809902,182818925231656,1645957268998386,1421124671241865,245323855526590,657805967594675,1540885732798469,138826396141980,1352927884824436,231845490640377,306537322840302,167264867199523,136488027021207,947622301927910,232756734162052,231322437263968,1837977076264912,291304937667521,337072793046348,343700282714890,323545061386531,1599375906846924,223790994475363,500144493505633,121172418723913,1541468986089796,894641187244751,711689315664128,277185465685899,116438885738795,422989394439237,1818381175039929,101142370534819,486659304855834,214643375298175,443237849109915,992010847477058,143650109667243,118685862192498,1448914395399831,1543724835936501,698113870274661,1505391173108397,667123146751177,844899192208976,131449024270217,109753675772847,844762788889798,1590235207893954,374945879209089,496323847426383,188109734562093,227051401164429,1033006330152480,709426855850402,790735414346881,155603114502233,201304953681233,155729797783234,1896369687308698
114650265326358,326580124824482,289170898394978,426544150717102,268862313651392,1517061645190371,452389118894972,584121741982862,1447803205519597,837514799941751,239053422900168,402806213640878,130441034127,398635810683483,323285185018745,310627099631623,695654193784531,1473014112911854,408520543041116,252978685511989,1703312933063552,2232015203707700,549987928528454,919932411414742,351624519027881,366132527480161,232540353542929,1872331376422244,1523908067704600,1804530256313734,258952117584801,650949625360684,274423322668657,131295660892684,223790994475363,552677655157845,610664465719399,2015272158700132,471744946671319,284986192151210,1713258792232676,1654480828169476,299090103845797,1984153788333054,145810139249684,509181485884750,300221817202449,148876692364928,423821497825166,1448365068582040,347811102369451,239542876074661,318078608756585,232316750150562,117811432261119,217110069019017,270594253536516,270133583416086,299680984121009,391649991326444,584751058375117,242687406516798,138010322921640,1857873474513111,822348697890588,260601227636550,1025718347499611,1962988830596277,692493267476266,289905604687073,171522852874952,1985159211494117,1172306636174761,248814695532772,708149712640716,1924446474510931,159273304682047,372701549823681,203919387051662,421224151279533,910972372356463,295952760416343,242271689857922,619253211520737,550672668280002,199873184116981,291828137656370,1999872633586135,667375346715312,686906021498746,1398969370217141,290980681287976,1682481288722421,277672985997800,1829740467313837,1741834712696241,1624863854468465,742172132512770,824522084253990,1677175805903656
322766317751157,136530719850825,1948409202124969,1071552449685756,700160593656193,638779952931647,361542144695644,642110162528590,142465069819759,114223215632776,734255403365111,131258820281372,131110884485053,306722846092553,268834516634250,978751792512727,469664046755178,922026077907319,150692608429676,629130010476217,541440806249778,262291154464711,127552607800627,304741106915458,556388814825707,196622601103111,853695398145279,1532944623596103,706494299402771,1455634041217342,175627642629484,1391950677600182,915742718503056,2002503323317007,2309964092362157,760497460730752,140046569961515,173588439472294,135113440023780,112949119543392,174810583288475,1552578911675457,623472237762428,352943858469934,440485932656215,216004108770784,400202166812077,1219710104807026,665062376967702,2442159279162492,919530638093006,1740317142944261,154597961327363,249722805643593,333932667314529,688465257837503,295766857793509,373495656585367,1827753300704539,1679315498977568,796263053785034,468259693568900,872888246248282,425849268182468,1427124040943795,169473639922294,416187538459931,1685302681687831,948000725295582,296527693860403,380496582727229,1468868860056174,114085537115,1512166985684128,230998310440956,143885336033678,470301683342718,321167651759912,698856010132449,240663669678304,1787344571483461,125246451507963,1578553265790346,326192234474262,114788495223065,1704063086517399,626458030742168,1588616018073761,173663309510448,979724125411166,783493148502946,383371622084054,139993073439732,648661531889870,1651764375081077,651654461530616,744237302297202,237327510251263,2322729471339193,737313666357729
